,abstracts_headlines,section_name,cohen_kappa_label,cohen_kappa_label_label2,cohen_kappa_range_none_to_slight,cohen_kappa_range_fair,cohen_kappa_range_moderate,cohen_kappa_range_substantial,cohen_kappa_range_almost_perfect,cohen_kappa_range_nan,cohen_kappa_label_v2
206,audio complete text president barack obama statement start military action libya full text audio obama statement military action libya,0,0.2,0.2,1,0,0,0,0,0,0.2
207,data recent census suggests deep south historically hostile mixed race couples shift attitude well way black white married deep south shifting image,0,0.2,0.2,1,0,0,0,0,0,0.2
208,gregory jaczko nuclear regulatory commission chairman said american nuclear plants less vulnerable japan steps ordered sept regulator says fuel pools u reactors ready emergencies,0,0.4,0.4,0,1,0,0,0,0,0.4
209,red bulls striker juan agudelo seems soccer world feet agudelo world feet,0,0.2,0.2,1,0,0,0,0,0,0.2
210,desperate young people feature arab regimes plenty united states educated unemployed frustrated,1,0.7,0.7,0,0,0,1,0,0,0.7
211,free trade cause problems benefits distributed economist writes continuing conversation free trade,0,0.5,0.5,0,0,1,0,0,0,0.5
212,mobile phones could replace credit cards near future mobile phone makers look add technology enable payments mobile phone technology behind making mobile payments reality,0,0.4,0.4,0,1,0,0,0,0,0.4
213,officials tracking plume drifting eastward japan say arrived enormously diluted west moving toward europe radiation u harmless officials say,0,0.5,0.5,0,0,1,0,0,0,0.5
214,readers respond recent news article switching energy efficient light bulbs many take change light bulb,1,0.6000000000000001,0.6000000000000001,0,0,0,1,0,0,0.6000000000000001
215,allied attacks libya perhaps hope keeping people slaughtered much reason concern war libya,1,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
216,readers respond articles american led assaults tripoli war libya range voices back home,1,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
217,court decision might lead significant long overdue legal review government warrantless wiretapping program right sue wiretapping,1,0.5,0.5,0,0,1,0,0,0,0.5
218,mr gingrich likely presidential candidate changed tune libya gingrich calls fly zone attacks,0,0.5,0.5,0,0,1,0,0,0,0.5
219,fukushima crisis provides chance reform america nuclear power regulations could happen,1,0.2,0.2,1,0,0,0,0,0,0.2
220,questions command mirrored strategic divisions coalition end operation allies split goal exit strategy libya,0,0.2,0.2,1,0,0,0,0,0,0.2
221,among american children multiracial population increased almost percent since making fastest growing youth group according census data released thursday census data presents rise multiracial population youths,0,0.2,0.2,1,0,0,0,0,0,0.2
222,interest nuclear energy grew presidencies george w bush barack obama industry faces uncertain future lobbyists long effort revive nuclear industry faces new test,0,0.2,0.2,1,0,0,0,0,0,0.2
223,taking questions steven greenhouse labor workplace correspondent times responded questions evolution nation labor laws labor unions since triangle fire years ago answers nation labor laws unions part,0,0.2,0.2,1,0,0,0,0,0,0.2
224,curious know united states recommended americans stay least miles away troubled japanese nuclear plant groups file freedom information act request demanding access information radiation levels gathered american monitoring equipment helicopter overflights groups demand data radiation release,0,0.4,0.4,0,1,0,0,0,0,0.4
225,cnn host explores radiation risk illustrates eagerness audience impact utterly trump thirst facts radiation cable anchor science,1,0.52,0.5,0,0,1,0,0,0,0.52
226,kinetic military action missiles flying people dying call matter war semantics,1,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
227,german politician surprised learn tracked cellphone carrier tracking every move may even know,0,0.2,0.2,1,0,0,0,0,0,0.2
228,bob bradley coach united states national team probably thinking long hard getting two uncapped players roster saturday night match argentina certainly tuesday game paraguay u double triple deutsch,0,0.4,0.4,0,1,0,0,0,0,0.4
229,millions workers earning minimum wage less need raise minimum wage increase,1,0.4,0.4,0,1,0,0,0,0,0.4
230,infusion youth juan agudelo timmy chandler seemed give americans life teenage striker energy propels u tie,0,0.2,0.2,1,0,0,0,0,0,0.2
231,group world best players shows united states national team good watching argentina close hoping learn something,0,0.2,0.2,1,0,0,0,0,0,0.2
232,comments president obama two top national security officials offered striking illustration complex calculus involved imposing fly zone libya gates clinton unite defend libya intervention say may last awhile,0,0.5,0.5,0,0,1,0,0,0,0.5
233,warmer weather approaching easy take break politics weekend notable political moments best political quotations weekend,0,0.2,0.2,1,0,0,0,0,0,0.2
234,safety officers plan every known contingency one predict everything might go wrong u nuclear sites preparing unlikely,0,0.7,0.7,0,0,0,1,0,0,0.7
235,president obama seek answer white house calls legitimate questions american involvement war libya obama speech address region libya,0,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
236,new report pew environment group clean energy investment among world leading economies finds united states slipped third place behind china germany clean energy investment u lags,0,0.5,0.5,0,0,1,0,0,0,0.5
237,president obama echoed language republican predecessor offering constrained view america use military might help end tyranny abroad echoes bush obama libya speech,0,0.4,0.4,0,1,0,0,0,0,0.4
238,brazil moves control spiking ethanol prices radar brazil may import ethanol u,0,0.2,0.2,1,0,0,0,0,0,0.2
239,three major network operators market united states would function similarly european markets like france according experts regulators weigh bid look wireless markets abroad,0,0.2,0.2,1,0,0,0,0,0,0.2
240,looking congressional budget proposals would make huge cuts programs poor makes realize bigger things life dinner fasting,1,0.5,0.5,0,0,1,0,0,0,0.5
241,president campaign election focusing economy jobs nation debt case obama campaigning foreign policy president,0,0.38,0.4,0,1,0,0,0,0,0.38
242,bank cautions growth developing countries like china could put many one billion cars road midcentury less years oil left hsbc warns,0,0.2,0.2,1,0,0,0,0,0,0.2
243,obama tries break america shock trance approach oil obama new plan old goal cutting oil imports,1,0.4,0.4,0,1,0,0,0,0,0.4
244,u opening match tuesday night regional qualifying tournament fifa u world cup u u team wins opener,0,0.2,0.2,1,0,0,0,0,0,0.2
245,price fuels rises energy specialists say united states make hard choices end dependence foreign supplies oil without mideast,0,0.4,0.4,0,1,0,0,0,0,0.4
246,hard time understanding nuclear regulatory commission mandated rapid transfer spent fuel dry casks senator dianne feinstein declares senators press u officials storage spent nuclear fuel,0,0.4,0.4,0,1,0,0,0,0,0.4
247,mr obama likely campaign second term seeking convince voters jobs primary concern case obama campaigning economy,0,0.0,0.0,0,0,0,0,0,1,0.0
248,last stand st century defenders th century light bulb heat light,1,0.2,0.2,1,0,0,0,0,0,0.2
249,thoughts hungry mind stating obvious hunger disease,1,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
250,assessment energy options nuclear plants fuel corn assessing america energy choices,1,0.2,0.2,1,0,0,0,0,0,0.2
251,goals methods health care program based last year derided critics obamacare widely misunderstand economist writes economics privately sponsored social insurance,0,0.4,0.4,0,1,0,0,0,0,0.4
252,political question facing president obama unemployment fallen enough time clock shows election day arrived jobs come back time obama faces voters,0,0.19,0.2,1,0,0,0,0,0,0.19
253,non native species like human immigrants good harm mother nature melting pot,1,0.2,0.2,1,0,0,0,0,0,0.2
254,letter editor regarding obesity american children military obesity national security,1,0.4,0.4,0,1,0,0,0,0,0.4
255,congress struggled reach immediate deal federal spending avert government shutdown house republicans completing far reaching budget proposal budget battle followed bigger fight,0,0.5,0.5,0,0,1,0,0,0,0.5
256,president obama confirmed monday morning would seek another four years white house obama begins election facing new political challenges,0,0.19,0.2,1,0,0,0,0,0,0.19
257,online reputation management becoming growing business people discover negative unwanted content tattooed web growing business online reputation management,0,0.5,0.5,0,0,1,0,0,0,0.5
258,l p g tour less like marathon gymnastics tumbling run stretches intense action set long recovery periods week break women pros scatter,0,0.2,0.2,1,0,0,0,0,0,0.2
259,united states france britain germany called china release ai weiwei internationally known artist increasingly vocal government critic pressure china release dissident artist,0,0.2,0.2,1,0,0,0,0,0,0.2
260,continued immigration skilled unskilled workers fuels nation growth economist writes minority populations grow,0,0.2,0.2,1,0,0,0,0,0,0.2
261,white house says bill would roll back clean air act worsen threat global warming undercut efforts make cars trucks fuel efficient contradict public health experts scientists white house promises veto anti e p bill,0,0.2,0.2,1,0,0,0,0,0,0.2
262,years work pakistani military defeat militants victory thriving insurgency remains uncertain obama administration said white house assails pakistan effort militants,0,0.4,0.4,0,1,0,0,0,0,0.4
263,nuclear plant japan faces array fresh threats could persist indefinitely increase result stabilization efforts according nuclear regulatory commission u sees array new threats japan nuclear plant,0,0.2,0.2,1,0,0,0,0,0,0.2
264,united states expected announce wednesday reached new trade agreement colombia u colombia said reach trade deal,0,0.2,0.2,1,0,0,0,0,0,0.2
265,census research showed offspring white americans would become minority rapid growth among groups put change numbers children whites falling fast,0,0.2,0.2,1,0,0,0,0,0,0.2
266,meeting effort warm unusually cold relations united states saudi arabia defense chief mission mend saudi relations,0,0.5,0.5,0,0,1,0,0,0,0.5
267,new study suggests increased coastal erosion create two classes beach towns afford replenish sand cannot rich different buy sand,0,0.5,0.5,0,0,1,0,0,0,0.5
268,colombia agreed protect union leaders administration hopes help congress u colombia near trade pact,0,0.2,0.2,1,0,0,0,0,0,0.2
269,amateur never masters amateur threatened win masters since charles coe finished tied second last years amateurs field made cut amateurs face unkindest cut augusta,0,0.2,0.2,1,0,0,0,0,0,0.2
270,congressman plan drastic cuts expected opposed president obama senate enjoys support many republicans clean energy target ryan budget plan,0,0.5,0.5,0,0,1,0,0,0,0.5
271,andy najar chose play honduras u might played americans anyway several eligible foreigners might made impact najar big deal,0,0.2,0.2,1,0,0,0,0,0,0.2
272,artfully says scott kim turn almost word ambigram wow mom ambigram,0,0.5,0.5,0,0,1,0,0,0,0.5
273,team american japanese engineers known mt fuji already working thorny task decommission fukushima daiichi reactors safe distance u japanese team draws plan demolish reactors,0,0.2,0.2,1,0,0,0,0,0,0.2
274,mr obama tried assume role sober one room prodding two sides dispute get past disagreements avoid government shutdown budget dispute obama casts mediator chief,0,0.4,0.4,0,1,0,0,0,0,0.4
